,ipt,instance,pid,condition,order,fcaps,BFS,ASTAR,GBFS,ALH,start_hierarchy,optimal_cost,lh1,lh2,lh3,lh4,lh5,lh6,lh7
292,5418,TOL_167,105,1,4,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
293,13835,TOL_167,122,1,4,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
294,30377,TOL_167,126,1,7,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
295,7328,TOL_167,128,1,8,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
296,9765,TOL_167,138,1,1,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
297,25514,TOL_167,140,1,5,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
298,24787,TOL_167,142,1,5,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
299,6882,TOL_167,143,1,37,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
300,26976,TOL_167,147,1,37,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
301,12974,TOL_167,159,1,7,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
302,67674,TOL_167,168,1,11,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
303,45140,TOL_167,182,1,14,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
304,19553,TOL_167,190,1,10,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
305,90394,TOL_167,191,1,2,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
306,5096,TOL_167,193,1,23,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
307,27099,TOL_167,199,1,31,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
308,17994,TOL_167,204,1,20,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
309,57494,TOL_167,205,1,16,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
310,129011,TOL_167,207,1,19,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
311,52797,TOL_167,217,1,15,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
312,92309,TOL_167,218,1,7,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
313,5489,TOL_167,219,1,38,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
314,67989,TOL_167,221,1,10,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
315,4849,TOL_167,225,1,34,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
316,39214,TOL_167,227,1,8,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
317,12791,TOL_167,240,1,19,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
318,23869,TOL_4,0,1,9,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
319,23569,TOL_4,15,1,32,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
320,8849,TOL_4,16,1,32,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
321,3877,TOL_4,20,1,39,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
322,8128,TOL_4,30,1,19,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
323,42736,TOL_4,33,1,17,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
324,7169,TOL_4,38,1,17,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
325,7832,TOL_4,40,1,3,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
326,8332,TOL_4,42,1,20,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
327,9571,TOL_4,46,1,33,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
328,3567,TOL_4,47,1,25,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
329,26402,TOL_4,51,1,2,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
330,13641,TOL_4,53,1,11,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
331,4588,TOL_4,65,1,14,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
332,14164,TOL_4,67,1,17,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
333,8345,TOL_4,83,1,13,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
334,3612,TOL_4,84,1,26,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
335,5037,TOL_4,100,1,8,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
336,57384,TOL_4,105,1,36,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
337,4677,TOL_4,110,1,28,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
338,20488,TOL_4,111,1,21,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
339,30427,TOL_4,116,1,38,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
340,9688,TOL_4,122,1,37,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
341,2528,TOL_4,130,1,12,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
342,9305,TOL_4,132,1,2,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
343,12174,TOL_4,139,1,1,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
344,5907,TOL_4,143,1,21,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
345,9566,TOL_4,158,1,2,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
346,6957,TOL_4,159,1,35,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
347,2288,TOL_4,160,1,24,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
348,5176,TOL_4,161,1,8,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
349,6323,TOL_4,169,1,17,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
350,9487,TOL_4,178,1,14,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
351,42186,TOL_4,205,1,13,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
352,1625,TOL_4,206,1,35,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
353,13328,TOL_4,207,1,33,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
354,10665,TOL_4,225,1,16,30,1034,37,12,38,1,6,3,10,32,102,325,1034,1034
355,8650,TOL_176,0,1,10,27,179,12,6,16,3,4,5,17,56,179,179,179,179
356,17116,TOL_176,9,1,5,27,179,12,6,16,3,4,5,17,56,179,179,179,179
357,13539,TOL_176,13,1,2,27,179,12,6,16,3,4,5,17,56,179,179,179,179
358,5888,TOL_176,22,1,11,27,179,12,6,16,3,4,5,17,56,179,179,179,179
359,13409,TOL_176,28,1,9,27,179,12,6,16,3,4,5,17,56,179,179,179,179
360,18932,TOL_176,30,1,35,27,179,12,6,16,3,4,5,17,56,179,179,179,179
361,35489,TOL_176,39,1,4,27,179,12,6,16,3,4,5,17,56,179,179,179,179
362,24083,TOL_176,41,1,1,27,179,12,6,16,3,4,5,17,56,179,179,179,179
363,9114,TOL_176,43,1,25,27,179,12,6,16,3,4,5,17,56,179,179,179,179
364,14884,TOL_176,46,1,3,27,179,12,6,16,3,4,5,17,56,179,179,179,179
365,29064,TOL_176,51,1,6,27,179,12,6,16,3,4,5,17,56,179,179,179,179
366,18207,TOL_176,84,1,2,27,179,12,6,16,3,4,5,17,56,179,179,179,179
367,9766,TOL_176,116,1,17,27,179,12,6,16,3,4,5,17,56,179,179,179,179
368,3591,TOL_176,117,1,32,27,179,12,6,16,3,4,5,17,56,179,179,179,179
369,3948,TOL_176,125,1,19,27,179,12,6,16,3,4,5,17,56,179,179,179,179
370,5654,TOL_176,139,1,33,27,179,12,6,16,3,4,5,17,56,179,179,179,179
371,3683,TOL_176,142,1,7,27,179,12,6,16,3,4,5,17,56,179,179,179,179
372,7825,TOL_176,146,1,18,27,179,12,6,16,3,4,5,17,56,179,179,179,179
373,7603,TOL_176,147,1,25,27,179,12,6,16,3,4,5,17,56,179,179,179,179
374,7747,TOL_176,151,1,20,27,179,12,6,16,3,4,5,17,56,179,179,179,179
375,9222,TOL_176,158,1,20,27,179,12,6,16,3,4,5,17,56,179,179,179,179
376,6536,TOL_176,159,1,29,27,179,12,6,16,3,4,5,17,56,179,179,179,179
377,5022,TOL_176,160,1,36,27,179,12,6,16,3,4,5,17,56,179,179,179,179
378,4987,TOL_176,169,1,30,27,179,12,6,16,3,4,5,17,56,179,179,179,179
379,18956,TOL_176,177,1,5,27,179,12,6,16,3,4,5,17,56,179,179,179,179
380,11635,TOL_176,182,1,36,27,179,12,6,16,3,4,5,17,56,179,179,179,179
381,10229,TOL_176,186,1,9,27,179,12,6,16,3,4,5,17,56,179,179,179,179
382,32928,TOL_176,191,1,8,27,179,12,6,16,3,4,5,17,56,179,179,179,179
383,3319,TOL_176,193,1,35,27,179,12,6,16,3,4,5,17,56,179,179,179,179
384,20124,TOL_176,204,1,9,27,179,12,6,16,3,4,5,17,56,179,179,179,179
385,6946,TOL_176,206,1,28,27,179,12,6,16,3,4,5,17,56,179,179,179,179
386,7745,TOL_176,217,1,38,27,179,12,6,16,3,4,5,17,56,179,179,179,179
387,5936,TOL_176,219,1,34,27,179,12,6,16,3,4,5,17,56,179,179,179,179
388,6195,TOL_176,220,1,30,27,179,12,6,16,3,4,5,17,56,179,179,179,179
389,10775,TOL_176,225,1,14,27,179,12,6,16,3,4,5,17,56,179,179,179,179
390,23845,TOL_205,0,1,11,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
391,16252,TOL_205,5,1,38,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
392,54424,TOL_205,16,1,16,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
393,31793,TOL_205,20,1,38,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
394,18903,TOL_205,28,1,37,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
395,16265,TOL_205,29,1,5,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
396,23976,TOL_205,38,1,14,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
397,9475,TOL_205,49,1,38,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
398,24840,TOL_205,53,1,23,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
399,4569,TOL_205,55,1,26,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
400,9054,TOL_205,66,1,29,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
401,8965,TOL_205,67,1,6,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
402,59244,TOL_205,74,1,24,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
403,19034,TOL_205,81,1,35,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
404,55370,TOL_205,93,1,11,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
405,82226,TOL_205,97,1,8,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
406,8751,TOL_205,110,1,18,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
407,9518,TOL_205,111,1,20,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
408,27184,TOL_205,122,1,14,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
409,2400,TOL_205,130,1,35,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
410,93286,TOL_205,131,1,13,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
411,11222,TOL_205,132,1,5,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
412,9603,TOL_205,140,1,22,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
413,7549,TOL_205,143,1,18,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
414,17158,TOL_205,145,1,16,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
415,27909,TOL_205,146,1,4,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
416,10116,TOL_205,186,1,19,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
417,66491,TOL_205,189,1,34,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
418,8780,TOL_205,193,1,27,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
419,12414,TOL_205,219,1,11,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
420,18272,TOL_205,221,1,27,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
421,1321,TOL_205,225,1,27,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
422,32016,TOL_205,227,1,6,44,3291,157,16,140,2,7,3,10,32,102,325,1034,3291
423,25996,TOL_55,0,1,12,26,572,31,11,34,2,5,5,17,56,179,572,572,572
424,9294,TOL_55,9,1,39,26,572,31,11,34,2,5,5,17,56,179,572,572,572
425,37689,TOL_55,15,1,34,26,572,31,11,34,2,5,5,17,56,179,572,572,572
426,2835,TOL_55,16,1,28,26,572,31,11,34,2,5,5,17,56,179,572,572,572
427,9572,TOL_55,20,1,28,26,572,31,11,34,2,5,5,17,56,179,572,572,572
428,32769,TOL_55,28,1,30,26,572,31,11,34,2,5,5,17,56,179,572,572,572
429,18137,TOL_55,30,1,27,26,572,31,11,34,2,5,5,17,56,179,572,572,572
430,16479,TOL_55,42,1,22,26,572,31,11,34,2,5,5,17,56,179,572,572,572
431,4518,TOL_55,49,1,34,26,572,31,11,34,2,5,5,17,56,179,572,572,572
432,1894,TOL_55,62,1,36,26,572,31,11,34,2,5,5,17,56,179,572,572,572
433,13186,TOL_55,65,1,3,26,572,31,11,34,2,5,5,17,56,179,572,572,572
434,3472,TOL_55,73,1,17,26,572,31,11,34,2,5,5,17,56,179,572,572,572
435,16755,TOL_55,74,1,25,26,572,31,11,34,2,5,5,17,56,179,572,572,572
436,22969,TOL_55,81,1,3,26,572,31,11,34,2,5,5,17,56,179,572,572,572
437,2284,TOL_55,100,1,21,26,572,31,11,34,2,5,5,17,56,179,572,572,572
438,14576,TOL_55,110,1,2,26,572,31,11,34,2,5,5,17,56,179,572,572,572
439,7377,TOL_55,115,1,28,26,572,31,11,34,2,5,5,17,56,179,572,572,572
440,8118,TOL_55,126,1,5,26,572,31,11,34,2,5,5,17,56,179,572,572,572
441,1057,TOL_55,130,1,27,26,572,31,11,34,2,5,5,17,56,179,572,572,572
442,23406,TOL_55,138,1,19,26,572,31,11,34,2,5,5,17,56,179,572,572,572
443,14074,TOL_55,142,1,19,26,572,31,11,34,2,5,5,17,56,179,572,572,572
444,6693,TOL_55,143,1,8,26,572,31,11,34,2,5,5,17,56,179,572,572,572
445,3957,TOL_55,144,1,23,26,572,31,11,34,2,5,5,17,56,179,572,572,572
446,16070,TOL_55,158,1,33,26,572,31,11,34,2,5,5,17,56,179,572,572,572
447,23948,TOL_55,168,1,14,26,572,31,11,34,2,5,5,17,56,179,572,572,572
448,8434,TOL_55,169,1,39,26,572,31,11,34,2,5,5,17,56,179,572,572,572
449,17619,TOL_55,174,1,8,26,572,31,11,34,2,5,5,17,56,179,572,572,572
450,8230,TOL_55,181,1,36,26,572,31,11,34,2,5,5,17,56,179,572,572,572
451,10074,TOL_55,182,1,20,26,572,31,11,34,2,5,5,17,56,179,572,572,572
452,9511,TOL_55,186,1,25,26,572,31,11,34,2,5,5,17,56,179,572,572,572
453,18502,TOL_55,189,1,30,26,572,31,11,34,2,5,5,17,56,179,572,572,572
454,23528,TOL_55,191,1,31,26,572,31,11,34,2,5,5,17,56,179,572,572,572
455,10591,TOL_55,193,1,7,26,572,31,11,34,2,5,5,17,56,179,572,572,572
456,2724,TOL_55,206,1,13,26,572,31,11,34,2,5,5,17,56,179,572,572,572
457,4635,TOL_55,213,1,31,26,572,31,11,34,2,5,5,17,56,179,572,572,572
458,22502,TOL_55,217,1,17,26,572,31,11,34,2,5,5,17,56,179,572,572,572
459,7953,TOL_55,227,1,26,26,572,31,11,34,2,5,5,17,56,179,572,572,572
460,5151,TOL_123,0,1,13,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
461,25402,TOL_123,9,1,31,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
462,29039,TOL_123,13,1,35,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
463,43301,TOL_123,15,1,12,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
464,6965,TOL_123,16,1,33,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
465,8038,TOL_123,17,1,15,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
466,13211,TOL_123,21,1,32,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
467,18017,TOL_123,22,1,8,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
468,18109,TOL_123,28,1,22,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
469,10272,TOL_123,31,1,14,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
470,18843,TOL_123,40,1,21,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
471,6273,TOL_123,47,1,16,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
472,32150,TOL_123,53,1,19,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
473,16212,TOL_123,62,1,1,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
474,28386,TOL_123,64,1,10,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
475,14915,TOL_123,74,1,31,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
476,9424,TOL_123,75,1,35,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
477,8705,TOL_123,84,1,10,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
478,10290,TOL_123,89,1,1,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
479,26845,TOL_123,97,1,12,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
480,10371,TOL_123,105,1,26,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
481,7792,TOL_123,110,1,9,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
482,9304,TOL_123,128,1,33,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
483,1964,TOL_123,130,1,31,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
484,16761,TOL_123,131,1,12,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
485,11920,TOL_123,139,1,19,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
486,7522,TOL_123,140,1,19,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
487,12675,TOL_123,142,1,6,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
488,36394,TOL_123,145,1,12,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
489,37209,TOL_123,155,1,22,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
490,5013,TOL_123,157,1,13,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
491,15458,TOL_123,161,1,23,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
492,4975,TOL_123,162,1,38,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
493,6711,TOL_123,177,1,12,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
494,9498,TOL_123,186,1,18,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
495,11858,TOL_123,189,1,6,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
496,5366,TOL_123,190,1,39,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
497,13936,TOL_123,197,1,7,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
498,6985,TOL_123,207,1,28,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
499,17125,TOL_123,213,1,7,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
500,21899,TOL_123,227,1,22,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
501,6088,TOL_123,230,1,34,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
502,8863,TOL_123,240,1,35,39,4675,202,15,204,2,7,4,14,45,145,461,1470,4675
503,11603,TOL_122,0,1,14,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
504,54950,TOL_122,15,1,31,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
505,23825,TOL_122,16,1,34,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
506,105041,TOL_122,17,1,21,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
507,6631,TOL_122,20,1,33,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
508,103193,TOL_122,23,1,16,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
509,22815,TOL_122,30,1,30,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
510,84405,TOL_122,33,1,5,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
511,10813,TOL_122,43,1,26,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
512,29591,TOL_122,49,1,12,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
513,19833,TOL_122,51,1,27,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
514,4522,TOL_122,55,1,39,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
515,2082,TOL_122,62,1,38,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
516,2966,TOL_122,64,1,33,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
517,36716,TOL_122,74,1,27,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
518,8475,TOL_122,79,1,8,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
519,7289,TOL_122,84,1,20,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
520,53020,TOL_122,88,1,16,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
521,5594,TOL_122,97,1,32,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
522,77811,TOL_122,99,1,16,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
523,5165,TOL_122,109,1,34,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
524,11552,TOL_122,111,1,7,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
525,71927,TOL_122,112,1,33,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
526,29045,TOL_122,115,1,8,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
527,8148,TOL_122,117,1,37,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
528,6580,TOL_122,126,1,36,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
529,6113,TOL_122,146,1,20,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
530,6264,TOL_122,150,1,31,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
531,36977,TOL_122,155,1,30,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
532,63019,TOL_122,156,1,4,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
533,11612,TOL_122,157,1,21,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
534,9316,TOL_122,166,1,39,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
535,15425,TOL_122,177,1,8,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
536,39548,TOL_122,187,1,9,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
537,37544,TOL_122,190,1,4,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
538,8477,TOL_122,197,1,9,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
539,30661,TOL_122,200,1,36,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
540,15447,TOL_122,212,1,35,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
541,11934,TOL_122,218,1,26,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
542,3507,TOL_122,225,1,10,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
543,22355,TOL_122,235,1,20,48,4675,181,17,183,2,7,4,14,45,145,461,1470,4675
544,10577,TOL_13,0,1,15,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
545,9800,TOL_13,5,1,28,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
546,25722,TOL_13,8,1,34,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
547,24552,TOL_13,21,1,1,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
548,112151,TOL_13,23,1,22,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
549,43506,TOL_13,28,1,27,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
550,44977,TOL_13,30,1,2,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
551,54771,TOL_13,32,1,23,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
552,8364,TOL_13,33,1,21,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
553,5962,TOL_13,47,1,32,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
554,16769,TOL_13,48,1,29,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
555,11536,TOL_13,53,1,20,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
556,5644,TOL_13,55,1,31,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
557,10712,TOL_13,62,1,22,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
558,15005,TOL_13,65,1,10,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
559,7090,TOL_13,66,1,5,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
560,64325,TOL_13,67,1,18,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
561,6888,TOL_13,77,1,20,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
562,7968,TOL_13,79,1,7,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
563,9549,TOL_13,89,1,11,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
564,13004,TOL_13,97,1,5,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
565,38592,TOL_13,99,1,12,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
566,28980,TOL_13,110,1,3,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
567,7016,TOL_13,111,1,36,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
568,28976,TOL_13,115,1,3,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
569,6795,TOL_13,132,1,34,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
570,5318,TOL_13,142,1,15,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
571,26849,TOL_13,143,1,32,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
572,22017,TOL_13,144,1,20,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
573,5562,TOL_13,146,1,3,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
574,30387,TOL_13,150,1,13,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
575,50698,TOL_13,156,1,20,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
576,5035,TOL_13,159,1,15,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
577,24782,TOL_13,161,1,39,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
578,57759,TOL_13,168,1,16,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
579,18559,TOL_13,174,1,25,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
580,20565,TOL_13,181,1,16,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
581,23080,TOL_13,188,1,11,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
582,9918,TOL_13,193,1,5,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
583,16496,TOL_13,197,1,30,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
584,11885,TOL_13,199,1,15,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
585,9683,TOL_13,200,1,28,52,3291,126,14,128,1,7,3,10,32,102,325,1034,3291
